senior_citizen,tenure,monthly_charges,total_charges,gender_Male,partner_Yes,dependents_Yes,phone_service_Yes,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,online_security_No internet service,online_security_Yes,online_backup_No internet service,online_backup_Yes,device_protection_No internet service,device_protection_Yes,tech_support_No internet service,tech_support_Yes,streaming_t_v_No internet service,streaming_t_v_Yes,streaming_movies_No internet service,streaming_movies_Yes,contract_One year,contract_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn_Yes
0,1.4878281458656715,-0.024570915257490132,0.8663616757814769,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
1,0.4274127030587276,0.8436167666740624,0.6831184203430948,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,-0.7145731584256735,1.1380022450301635,-0.3811571719448089,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
1,-0.30672106503838736,0.15339092759054826,-0.23722287054412966,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1,-1.0000696237967737,0.5242833664233765,-0.7310553924532495,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
1,1.1207612618171139,0.33135277043858663,0.9555899132015149,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False
1,-0.5922175304094877,1.0165890251431842,-0.2372669883376625,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,1.2431168898332998,1.1562973877528593,1.7739088065441964,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False
1,1.3654725178494855,1.4490196713159882,2.1114761037602268,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
0,0.060345819010170096,-1.3285156329477916,-0.615907951332706,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,1.6101837738818572,1.417418970249514,2.454425771787254,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,0.590553540413642,1.1845716992333886,1.0662152804849487,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
0,1.1207612618171139,0.8319744031232563,1.3942751931946653,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1.6101837738818572,-0.7580398189582848,0.29631566554448774,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.5922175304094877,-0.3488938998870934,-0.5882019769941232,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False
0,-0.9592844144580451,0.9816619344907653,-0.6322535938365993,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
0,-1.2039956704904167,0.34632152357533763,-0.9027618448828107,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.590553540413642,0.4660715486693452,0.6000004973273462,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,-0.06200980900601573,0.476050717427179,0.09125616120414833,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0.7129091684298279,-1.4881823330731347,-0.5997608388997103,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-0.9184992051193165,0.497672249735819,-0.618974137983234,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,-1.285566089167874,-0.526855742735132,-0.9888136011684887,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.7944795871072851,-1.4798663591082732,-0.5292826637311018,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,1.2839020991720282,1.5538009432732443,2.1214687839954,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,1.2023316804945712,-1.3518003600494042,-0.38195129222839896,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-1.2039956704904167,-0.012928551706684058,-0.9321884131691718,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0.9576204244621995,1.5172106578278532,1.6981585550484213,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False
0,0.5497683310749134,-0.3073140300627853,0.17580791250971212,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,-1.0000696237967737,-0.3405779259222318,-0.7976953195845065,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,-0.10279501834474433,0.3280263808526422,-0.07899440403883119,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,0.5089831217361848,-1.2969149318813176,-0.47371630277657145,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-1.285566089167874,0.48104030180609575,-0.975445909728058,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,-0.877713995780588,-0.4769598989459623,-0.7610334331587703,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
0,-1.0408548331355023,0.34133193919642096,-0.7912320628319548,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.38662749371999894,1.2943425555695618,0.8987441362345338,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0.6721239590910992,-1.4881823330731347,-0.5810328355450473,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-0.9592844144580451,1.1446550242020528,-0.6051211508139425,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
0,0.1011310283488987,-0.0910987069763833,-0.033045722074445935,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,0.6313387497523706,-1.4715503851434115,-0.5441283012548808,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0.5497683310749134,-1.4948351122450239,-0.6014373150539558,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,-0.14358022768347295,-1.0357933493846627,-0.5651945476667809,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,-0.10279501834474433,0.5708528206266013,0.12346215048307425,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.285566089167874,0.32636318605966996,-0.977497387127332,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.3654725178494855,0.635717417552522,1.5105476380502945,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,1.324687308510757,1.5355058005505486,2.124998207478022,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
0,1.6101837738818572,1.1978772575771675,2.2803148996101568,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
0,-0.8369287864418593,0.4677347434623174,-0.6013270205701239,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,1.5693985645431285,0.06524160356301494,1.084568282594583,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
0,-1.1224252518129596,-1.458244826799633,-0.9602252709592505,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
0,0.7944795871072851,-1.4599080215926052,-0.5219811689014275,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,-0.30672106503838736,1.1180439075144957,0.09888853948531852,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
0,-1.285566089167874,-1.4865191382801624,-1.0015415846026945,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.285566089167874,-1.511467060174747,-1.0018724680541904,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,0.22348665636508452,1.001620272006433,0.5802577847214292,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
1,1.3654725178494855,-0.6432793782431946,0.3251025258246236,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0,1.4470429365269428,1.50057870989813,2.347726888128238,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,-1.1224252518129596,-1.350137165256432,-0.9662473497764744,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.6101837738818572,1.3059849191203683,2.2114911416990277,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
0,-0.02122459966728712,-1.15554337447867,-0.6011946671895255,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0.4274127030587276,0.9799987396977927,0.7195376589044008,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
0,1.6101837738818572,-1.5131302549677197,-0.4090175585607565,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,0.9168352151234709,1.0598320897604643,1.3008337064922473,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,0.7944795871072851,-0.2308070695860583,0.3317201948545399,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
0,0.4274127030587276,0.8901862208772876,0.7340082951831509,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0.18270144702635593,0.3862381986066735,0.2549111163139782,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,1.2839020991720282,-0.342241120715204,0.49991928269824554,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,-1.2039956704904167,0.8303112083302836,-0.9008647797609013,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.14191623768762732,-1.1256058682051684,-0.5135326114399011,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.9184992051193165,1.176255725268527,-0.5407532900496234,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.34584228438127035,-1.4715503851434115,-0.6420036262073425,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,-0.22515064636093016,0.6756340925838579,-0.06121493324512289,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
0,0.9576204244621995,1.161286972131776,1.4228414645071372,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,-1.081640042474231,-1.4698871903504391,-0.9607105666881111,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.2039956704904167,0.31638401730183613,-0.9091809838418294,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.0408548331355023,-0.47197031456704513,-0.855886689254237,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.1632104611516882,-1.4648976059715222,-0.9827032867641994,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0.01956060967144149,0.800373702056782,0.32527899699875473,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
1,-0.22515064636093016,0.4377972371888154,-0.06831789800389967,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,1.6101837738818572,-1.3750850871510167,-0.24988467728803618,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-1.285566089167874,-1.5014878914169132,-1.001740114673592,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1,1.5693985645431285,-0.280702913375228,0.7477951056621432,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
0,-0.7961435771031307,0.7005820144784427,-0.47413542181513274,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,-0.30672106503838736,-0.20918553727741815,-0.3475173543760678,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
0,1.4062577271882142,-0.4769598989459623,0.42783080806569074,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,-1.285566089167874,-0.9792447264236037,-0.9948136210889463,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,-1.2447808798291453,-0.6831960532745303,-0.9746076716509352,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0.4274127030587276,-1.3035677110532067,-0.4862457561398796,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False
0,-0.3882914837158446,0.3363423548175038,-0.22581842091590731,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1.2839020991720282,-1.4865191382801624,-0.44673827203127936,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,0.9984056338009281,-1.5064774757958301,-0.49403254669841445,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
1,-1.285566089167874,0.18499162865702248,-0.9793723933524751,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,1.6101837738818572,0.77043619578328,1.8244016212424576,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,-1.0000696237967737,0.20827635575863512,-0.7617834356488273,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
0,1.1615464711558425,1.2028668419560842,1.623930367429527,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
0,1.2839020991720282,0.6456965863103559,1.3229587799489342,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1,1.5693985645431285,-1.361779528807238,-0.23565668887371616,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,1.324687308510757,1.136339050237191,1.820453078721274,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False
0,-1.2039956704904167,-1.5064774757958301,-0.9833871125639575,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-1.285566089167874,-0.6399529886572499,-0.9903136061486032,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-0.10279501834474433,-0.012928551706684058,-0.15900202261051918,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-0.7145731584256735,0.15339092759054826,-0.537775338986161,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
0,-1.0000696237967737,0.12179022652407402,-0.761474611094098,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-1.0408548331355023,1.001620272006433,-0.7212612422889734,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
0,1.5286133552044,1.4390405025581543,2.488330296117192,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,1.2023316804945712,0.7055715988573593,1.290399848321746,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-1.081640042474231,-1.5031510862098856,-0.9603796832366152,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-0.7553583677644021,0.5325993403882381,-0.501863455050482,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,-0.4290766930545732,0.6407070019314391,-0.20664923962591644,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,-0.4290766930545732,-1.4881823330731347,-0.8252027638521918,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-0.6737879490869448,-0.021244525671545673,-0.5586871731206966,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
